,UU2010,LIBUU2010,DEP,ACT_IN,ACT_OUT,ACT_TOTAL,POP2010,LIBBIS
1893,74106,Veigy-Foncenex,74,179,1482,1661,3568,Veigy-Foncenex
1894,74107,Saint-Paul-en-Chablais,74,324,1305,1631,3413,Saint-Paul-en-Chablais
1895,74108,Abondance,74,1062,783,1846,3380,Abondance
1896,74109,Taninges,74,614,1068,1683,3398,Taninges
1897,74110,Samoëns,74,934,831,1764,3532,Samoëns
1898,74111,Cruseilles,74,509,1465,1974,3859,Cruseilles
1899,74112,Perrignier,74,347,1651,1998,4130,Perrignier
1900,74113,Saint-Félix,74,361,1683,2044,4180,Saint-Félix
1901,74114,Morzine,74,1564,789,2352,4434,Morzine
1902,74115,Douvaine,74,534,1887,2421,4972,Douvaine
1903,74116,La Balme-de-Sillingy,74,410,2099,2509,4960,La Balme-de-Sillingy
1904,74117,Messery,74,424,1946,2369,5304,Messery
1905,74201,Bons-en-Chablais,74,525,2337,2862,5704,Bons-en-Chablais
1906,74202,Veyrier-du-Lac,74,551,1884,2435,5781,Veyrier-du-Lac
1907,74203,Viuz-en-Sallaz,74,592,2876,3469,6873,Viuz-en-Sallaz
1908,74204,Faverges-Seythenex,74,1477,1699,3177,7682,Faverges-Seythenex
1909,74205,Thônes,74,2001,2679,4680,9362,Thônes
1910,74206,Villaz,74,880,4689,5569,10802,Villaz
1911,74301,Chamonix-Mont-Blanc,74,4600,1571,6172,11990,Chamonix-Mont-Blanc
1912,74302,Rumilly,74,3072,3737,6808,15113,Rumilly
1913,74501,Thonon-les-Bains,74,11615,20250,31863,71445,Thonon-les-Bains
1914,74502,Cluses,74,11686,27244,38929,83878,Cluses
1915,74601,Annecy,74,23352,49894,73248,157805,Annecy
1916,76101,Ymare,76,122,864,986,2066,Ymare
1917,76102,Fauville-en-Caux,76,233,555,788,2159,Fauville-en-Caux
1918,76103,Criquetot-l'Esneval,76,236,732,968,2337,Criquetot-l'Esneval
1919,76104,Yerville,76,316,631,948,2329,Yerville
1920,76105,Rives-en-Seine,76,316,580,896,2279,Rives-en-Seine
1921,76106,Houppeville,76,110,962,1073,2531,Houppeville
1922,76108,Longueville-sur-Scie,76,183,880,1062,2685,Longueville-sur-Scie
1923,76109,Arelaune-en-Seine,76,210,963,1173,2756,Arelaune-en-Seine
1924,76110,Criel-sur-Mer,76,251,754,1005,2789,Criel-sur-Mer
1925,76111,Saint-Saëns,76,313,729,1042,2784,Saint-Saëns
1926,76112,Goderville,76,337,893,1230,2891,Goderville
1927,76113,Doudeville,76,298,832,1130,3027,Doudeville
1928,76114,Cany-Barville,76,560,710,1270,3056,Cany-Barville
1929,76115,Offranville,76,452,820,1272,3321,Offranville
1930,76116,Luneray,76,488,840,1328,3478,Luneray
1931,76117,Hautot-sur-Mer,76,255,1156,1411,3516,Hautot-sur-Mer
1932,76118,Duclair,76,456,1224,1680,4134,Duclair
1933,76119,Saint-Valery-en-Caux,76,818,826,1644,4434,Saint-Valery-en-Caux
1934,76120,Saint-Nicolas-d'Aliermont,76,794,1290,2084,4937,Saint-Nicolas-d'Aliermont
1935,76201,Forges-les-Eaux,76,668,999,1667,4996,Forges-les-Eaux
1936,76202,Saint-Romain-de-Colbosc,76,564,1476,2041,5236,Saint-Romain-de-Colbosc
1937,76203,Neufchâtel-en-Bray,76,828,884,1712,5286,Neufchâtel-en-Bray
1938,76204,Le Trait,76,913,1525,2438,6446,Le Trait
1939,76205,Gournay-en-Bray,76,1433,1382,2815,8024,Gournay-en-Bray
1940,76301,Yvetot,76,2356,3830,6186,15191,Yvetot
1941,76302,Bolbec,76,1861,5154,7014,17834,Bolbec
1942,76401,Barentin,76,2382,6102,8484,20122,Barentin
1943,76402,Lillebonne,76,3522,4465,7987,19768,Lillebonne
1944,76403,Fécamp,76,4246,3248,7494,21044,Fécamp
1945,76404,Dieppe,76,7766,6117,13882,39211,Dieppe
1946,76701,Le Havre,76,54334,36529,90864,241037,Le Havre
1947,77101,Samois-sur-Seine,77,155,689,844,2097,Samois-sur-Seine
1948,77102,Montcourt-Fromonville,77,130,780,910,2090,Montcourt-Fromonville
1949,77103,Saint-Jean-les-Deux-Jumeaux,77,156,934,1091,2169,Saint-Jean-les-Deux-Jumeaux
1950,77104,Grisy-Suisnes,77,184,1031,1215,2428,Grisy-Suisnes
1951,77105,La Grande-Paroisse,77,207,934,1141,2591,La Grande-Paroisse
1952,77106,Chauconin-Neufmontiers,77,161,765,926,2720,Chauconin-Neufmontiers
1953,77107,Moussy-le-Neuf,77,212,1272,1484,2913,Moussy-le-Neuf
1954,77108,La Chapelle-la-Reine,77,308,887,1195,2596,La Chapelle-la-Reine
1955,77109,Donnemarie-Dontilly,77,292,852,1144,2801,Donnemarie-Dontilly
1956,77110,Villevaudé,77,202,1176,1378,2914,Villevaudé
1957,77111,Chaumes-en-Brie,77,207,1193,1400,3046,Chaumes-en-Brie
1958,77112,Boissy-le-Châtel,77,228,1204,1432,3110,Boissy-le-Châtel
1959,77113,Guignes,77,303,1465,1768,3365,Guignes
1960,77114,Verneuil-l'Étang,77,285,1273,1558,3167,Verneuil-l'Étang
1961,77115,Château-Landon,77,328,816,1144,3112,Château-Landon
1962,77116,Bray-sur-Seine,77,381,910,1291,3453,Bray-sur-Seine
1963,77117,Annet-sur-Marne,77,243,1455,1698,3239,Annet-sur-Marne
1964,77118,Saint-Soupplets,77,349,1285,1633,3249,Saint-Soupplets
1965,77119,Longueville,77,187,1165,1352,3453,Longueville
1966,77120,Saint-Augustin,77,254,1395,1648,3470,Saint-Augustin
1967,77121,Rozay-en-Brie,77,489,1183,1672,3578,Rozay-en-Brie
1968,77122,Chevry-Cossigny,77,286,1501,1787,3706,Chevry-Cossigny
1969,77123,Chailly-en-Bière,77,384,1144,1528,3343,Chailly-en-Bière
1970,77124,Mormant,77,404,1540,1944,4387,Mormant
1971,77125,Saâcy-sur-Marne,77,292,1728,2022,4548,Saâcy-sur-Marne
1972,77126,Le Châtelet-en-Brie,77,368,1732,2100,4416,Le Châtelet-en-Brie
1973,77127,Lizy-sur-Ourcq,77,625,1429,2055,4836,Lizy-sur-Ourcq
1974,77201,Fontenay-Trésigny,77,471,1938,2409,5135,Fontenay-Trésigny
1975,77202,Coubert,77,406,2059,2465,5147,Coubert
1976,77203,Bourron-Marlotte,77,606,1763,2369,5503,Bourron-Marlotte
1977,77204,La Ferté-Gaucher,77,685,1651,2335,6568,La Ferté-Gaucher
1978,77205,Othis,77,365,2717,3082,6471,Othis
1979,77206,Serris,77,844,3773,4617,7595,Serris
1980,77207,Saint-Pathus,77,312,3664,3978,7856,Saint-Pathus
1981,77208,Nangis,77,1080,2022,3102,7979,Nangis
1982,77209,Bois-le-Roi,77,747,3560,4307,9144,Bois-le-Roi
1983,77301,Bailly-Romainvilliers,77,984,5844,6829,12434,Bailly-Romainvilliers
1984,77302,Claye-Souilly,77,1277,4298,5575,11026,Claye-Souilly
1985,77303,Provins,77,2396,2583,4980,13480,Provins
1986,77304,Dammartin-en-Goële,77,964,6365,7329,14304,Dammartin-en-Goële
1987,77305,La Ferté-sous-Jouarre,77,1503,5236,6739,15355,La Ferté-sous-Jouarre
1988,77306,Brie-Comte-Robert,77,2186,5632,7818,16251,Brie-Comte-Robert
1989,77307,Gretz-Armainvilliers,77,1666,5590,7256,16038,Gretz-Armainvilliers
1990,77401,Nemours,77,2805,5326,8132,20871,Nemours
1991,77402,Coulommiers,77,3337,7925,11261,25934,Coulommiers
1992,77403,Montereau-Fault-Yonne,77,3362,5597,8959,25375,Montereau-Fault-Yonne
1993,77404,Champagne-sur-Seine,77,2350,9762,12112,27360,Champagne-sur-Seine
1994,77405,Esbly,77,2214,14066,16283,33424,Esbly
1995,77406,Fontainebleau,77,4140,11624,15763,36550,Fontainebleau
1996,77501,Meaux,77,10226,20977,31202,70186,Meaux
1997,78101,Septeuil,78,141,947,1087,2579,Septeuil
1998,78102,Orgerus,78,168,1049,1217,2834,Orgerus
1999,78103,Bréval,78,262,1107,1368,2869,Bréval
2000,78104,Feucherolles,78,212,964,1177,2908,Feucherolles
2001,78105,Ablis,78,334,1286,1620,3287,Ablis
2002,78106,Houdan,78,495,1406,1901,4045,Houdan
2003,78107,Ecquevilly,78,338,1357,1695,3931,Ecquevilly
2004,78108,Garancières - La Queue-les-Yvelines,78,423,1749,2171,4794,Garancières - La Queue-les-Yvelines
2005,78201,Montfort-l'Amaury,78,580,1833,2411,5712,Montfort-l'Amaury
2006,78202,Saint-Arnoult-en-Yvelines,78,743,2088,2832,6150,Saint-Arnoult-en-Yvelines
2007,78203,Le Perray-en-Yvelines,78,522,2552,3075,6600,Le Perray-en-Yvelines
2008,78204,Les Essarts-le-Roi,78,575,3087,3662,8023,Les Essarts-le-Roi
2009,78205,Beynes,78,803,3341,4144,8239,Beynes
2010,78206,Épône,78,739,4036,4774,10029,Épône
2011,78301,Maule,78,861,3546,4406,10140,Maule
2012,78302,Noisy-le-Roi,78,1394,5542,6936,16872,Noisy-le-Roi
2013,78303,Rosny-sur-Seine,78,1319,6883,8203,18912,Rosny-sur-Seine
2014,78401,Rambouillet,78,4323,7339,11661,26159,Rambouillet
2015,79101,Chef-Boutonne,79,348,280,628,2126,Chef-Boutonne
2016,79102,Mauzé-sur-le-Mignon,79,384,712,1096,2800,Mauzé-sur-le-Mignon
2017,79103,Magné,79,229,1087,1315,2820,Magné
2018,79104,Frontenay-Rohan-Rohan,79,230,1152,1382,2982,Frontenay-Rohan-Rohan
2019,79105,Moncoutant,79,651,642,1293,3170,Moncoutant
2020,79106,Coulon,79,295,1131,1425,3143,Coulon
2021,79107,Celles-sur-Belle,79,559,1089,1648,3753,Celles-sur-Belle
2022,79108,Airvault,79,687,804,1491,3830,Airvault
2023,79109,Échiré,79,338,2088,2426,5079,Échiré
2024,79201,Nueil-les-Aubiers,79,1219,1099,2318,5444,Nueil-les-Aubiers
2025,79202,La Crèche,79,600,1776,2376,5449,La Crèche
2026,79203,Melle,79,784,1041,1826,5514,Melle
2027,79204,Cerizay,79,783,1465,2248,5623,Cerizay
2028,79205,Mauléon,79,1280,2298,3578,8172,Mauléon
2029,79301,Saint-Maixent-l'École,79,2194,2789,4983,11829,Saint-Maixent-l'École
2030,79302,Thouars,79,2580,2939,5519,15023,Thouars
2031,79303,Parthenay,79,2934,4318,7253,18370,Parthenay
2032,79304,Bressuire,79,4957,2904,7861,18615,Bressuire
2033,79501,Niort,79,19221,10583,29803,70128,Niort
2034,80101,Flesselles,80,138,713,850,2066,Flesselles
2035,80102,Picquigny,80,166,723,889,2018,Picquigny
2036,80103,Beauval,80,180,632,812,2145,Beauval
2037,80104,Airaines,80,286,592,878,2304,Airaines
2038,80105,Vignacourt,80,176,904,1080,2372,Vignacourt
2039,80106,Poix-de-Picardie,80,476,448,924,2407,Poix-de-Picardie
2040,80107,Béthencourt-sur-Mer,80,234,788,1022,2628,Béthencourt-sur-Mer
2041,80108,Longpré-les-Corps-Saints,80,183,726,909,2770,Longpré-les-Corps-Saints
2042,80109,Cayeux-sur-Mer,80,443,371,814,2736,Cayeux-sur-Mer
2043,80110,Saint-Valery-sur-Somme,80,469,423,892,2818,Saint-Valery-sur-Somme
2044,80111,Nesle,80,469,708,1177,3072,Nesle
2045,80112,Ailly-sur-Noye,80,325,926,1251,3163,Ailly-sur-Noye
2046,80113,Rue,80,539,529,1068,3145,Rue
2047,80114,Rosières-en-Santerre,80,447,765,1212,3379,Rosières-en-Santerre
2048,80115,Flixecourt,80,478,869,1347,3765,Flixecourt
2049,80116,Villers-Bretonneux,80,426,1285,1710,4187,Villers-Bretonneux
2050,80117,Moreuil,80,711,1195,1907,4549,Moreuil
2051,80118,Feuquières-en-Vimeu - Fressenneville,80,792,1109,1901,4766,Feuquières-en-Vimeu - Fressenneville
2052,80201,Ailly-sur-Somme,80,414,1677,2091,5026,Ailly-sur-Somme
2053,80202,Montdidier,80,1136,1064,2200,6292,Montdidier
2054,80203,Roye,80,1400,918,2318,6326,Roye
2055,80204,Doullens,80,1369,1104,2474,7081,Doullens
2056,80205,Friville-Escarbotin,80,903,1730,2634,6848,Friville-Escarbotin
2057,80206,Saint-Léger-lès-Domart,80,375,2455,2829,7387,Saint-Léger-lès-Domart
2058,80207,Ham,80,922,1415,2337,7681,Ham
2059,80208,Corbie,80,1004,2206,3211,8254,Corbie
2060,80209,Péronne,80,1720,1520,3239,9596,Péronne
2061,80301,Albert,80,1698,1775,3474,9774,Albert
2062,80401,Abbeville,80,5723,3180,8903,26853,Abbeville
2063,80601,Amiens,80,41045,21703,62747,162718,Amiens
2064,81101,Saint-Amans-Soult,81,360,603,963,2617,Saint-Amans-Soult
2065,81102,Lacaune,81,994,120,1114,2603,Lacaune
2066,81103,Réalmont,81,481,747,1228,3294,Réalmont
2067,81104,Lisle-sur-Tarn,81,521,1135,1656,4277,Lisle-sur-Tarn
2068,81201,Marssac-sur-Tarn,81,493,1896,2390,5741,Marssac-sur-Tarn
2069,81202,Labruguière,81,764,1504,2268,6231,Labruguière
2070,81203,Rabastens,81,854,2119,2973,7311,Rabastens
2071,81204,Saint-Sulpice,81,944,2647,3591,8091,Saint-Sulpice
2072,81301,Lavaur,81,2332,2402,4734,11900,Lavaur
2073,81302,Graulhet,81,2381,1409,3791,11955,Graulhet
2074,81303,Gaillac,81,2936,3425,6360,16530,Gaillac
2075,81304,Carmaux,81,1879,3732,5610,17269,Carmaux
2076,81401,Mazamet,81,3096,5674,8772,25325,Mazamet
2077,81501,Castres,81,12573,8237,20809,56499,Castres
2078,81502,Albi,81,14283,12858,27142,72776,Albi
2079,82101,Meauzac,82,275,1066,1342,3081,Meauzac
2080,82102,Lafrançaise,82,427,848,1275,3129,Lafrançaise
2081,82103,Beaumont-de-Lomagne,82,745,571,1316,3852,Beaumont-de-Lomagne
2082,82104,Verdun-sur-Garonne,82,482,1361,1843,4112,Verdun-sur-Garonne
2083,82105,Nègrepelisse,82,787,1318,2105,5168,Nègrepelisse
2084,82201,Montech,82,600,1645,2245,5631,Montech
2085,82202,Valence,82,1180,1547,2728,7525,Valence
2086,82203,Caussade,82,1227,1413,2641,7926,Caussade
2087,82204,Labastide-Saint-Pierre,82,851,3195,4047,9721,Labastide-Saint-Pierre
2088,82401,Castelsarrasin,82,5518,3411,8929,24962,Castelsarrasin
2089,82501,Montauban,82,18092,11178,29268,73104,Montauban
2090,83101,La Roquebrussanne,83,249,678,927,2372,La Roquebrussanne
2091,83102,Bagnols-en-Forêt,83,265,616,881,2440,Bagnols-en-Forêt
2092,83103,Néoules,83,220,796,1016,2486,Néoules
2093,83104,Figanières,83,262,711,973,2547,Figanières
2094,83105,Les Adrets-de-l'Estérel,83,340,880,1220,2629,Les Adrets-de-l'Estérel
2095,83106,Le Plan-de-la-Tour,83,478,744,1222,2875,Le Plan-de-la-Tour
2096,83107,Signes,83,489,765,1254,2801,Signes
2097,83108,Flassans-sur-Issole,83,334,803,1137,3093,Flassans-sur-Issole
2098,83109,Barjols,83,629,439,1068,3059,Barjols
2099,83110,Rocbaron,83,243,1198,1441,3595,Rocbaron
2100,83111,Puget-Ville,83,349,1144,1493,3801,Puget-Ville
2101,83112,Vinon-sur-Verdon,83,646,1115,1761,4198,Vinon-sur-Verdon
2102,83113,Gonfaron,83,462,1061,1524,4192,Gonfaron
2103,83114,Callas,83,627,709,1335,3895,Callas
2104,83115,Forcalqueiret,83,306,1332,1637,4343,Forcalqueiret
2105,83116,Nans-les-Pins,83,435,1040,1476,4132,Nans-les-Pins
2106,83117,Rians,83,524,1120,1644,4197,Rians
2107,83118,Pourrières,83,446,1442,1888,4475,Pourrières
2108,83119,Tourves,83,450,1453,1902,4855,Tourves
2109,83201,Pierrefeu-du-Var,83,855,1564,2419,5548,Pierrefeu-du-Var
2110,83202,Salernes,83,1157,847,2005,5502,Salernes
2111,83203,Garéoult,83,517,1391,1908,5613,Garéoult
2112,83204,Carcès,83,1096,1075,2171,6742,Carcès
2113,83205,Montauroux,83,1194,2358,3551,9009,Montauroux
2114,83206,Carnoules,83,1157,2605,3762,9516,Carnoules
2115,83207,Cavalaire-sur-Mer,83,2097,1542,3639,10313,Cavalaire-sur-Mer
2116,83301,Fayence,83,1702,2234,3936,10382,Fayence
2117,83302,La Londe-les-Maures,83,1571,1768,3340,9870,La Londe-les-Maures
2118,83303,Lorgues,83,1625,2073,3698,10724,Lorgues
2119,83304,Saint-Tropez,83,2393,1384,3777,9568,Saint-Tropez
2120,83305,Cogolin,83,2245,2532,4777,11108,Cogolin
2121,83306,Roquebrune-sur-Argens,83,1958,3150,5108,12822,Roquebrune-sur-Argens
2122,83307,Le Luc,83,2128,2599,4728,13568,Le Luc
2123,83308,Bormes-les-Mimosas - Le Lavandou,83,2734,1914,4649,13679,Bormes-les-Mimosas - Le Lavandou
2124,83309,Saint-Maximin-la-Sainte-Baume,83,2273,3519,5792,14505,Saint-Maximin-la-Sainte-Baume
2125,83310,Sainte-Maxime,83,4245,2315,6560,17109,Sainte-Maxime
2126,83401,Brignoles,83,4613,3457,8070,21847,Brignoles
2127,83501,Draguignan,83,14284,14209,28494,75001,Draguignan
2128,83502,Fréjus,83,18304,13539,31844,92029,Fréjus
2129,84101,Sainte-Cécile-les-Vignes,84,348,576,924,2295,Sainte-Cécile-les-Vignes
2130,84102,Sérignan-du-Comtat,84,237,782,1019,2403,Sérignan-du-Comtat
2131,84103,Bédoin,84,667,569,1237,3207,Bédoin
2132,84104,Villelaure,84,308,1184,1492,3223,Villelaure
2133,84105,Saint-Saturnin-lès-Apt,84,433,920,1353,3444,Saint-Saturnin-lès-Apt
2134,84106,Lapalud,84,312,1148,1460,3832,Lapalud
2135,84107,Mondragon,84,397,1068,1465,3691,Mondragon
2136,84108,La Tour-d'Aigues,84,687,1024,1712,3947,La Tour-d'Aigues
2137,84109,Malaucène,84,664,823,1487,4047,Malaucène
2138,84110,Caumont-sur-Durance,84,514,1460,1973,4635,Caumont-sur-Durance
2139,84111,Camaret-sur-Aigues,84,598,1596,2194,5183,Camaret-sur-Aigues
2140,84201,Piolenc,84,917,2143,3060,7311,Piolenc
2141,84202,Cadenet,84,1097,2041,3138,8497,Cadenet
2142,84203,Vaison-la-Romaine,84,1612,1287,2898,8012,Vaison-la-Romaine
2143,84204,Valréas,84,2088,1213,3301,9800,Valréas
2144,84301,Bollène,84,2304,2430,4733,13843,Bollène
2145,84302,Apt,84,3408,2243,5650,15708,Apt
2146,84303,Pertuis,84,3426,4186,7612,18931,Pertuis
2147,85101,Angles,85,255,427,682,2433,Angles
2148,85102,L'Herbergement,85,316,1056,1372,2733,L'Herbergement
2149,85103,Mareuil-sur-Lay-Dissais,85,398,632,1030,2737,Mareuil-sur-Lay-Dissais
2150,85104,La Tranche-sur-Mer,85,442,299,741,2728,La Tranche-sur-Mer
2151,85105,Commequiers,85,404,864,1268,3021,Commequiers
2152,85106,Rocheservière,85,409,1017,1426,2970,Rocheservière
2153,85107,La Gaubretière,85,439,1050,1488,2969,La Gaubretière
2154,85109,Coëx,85,552,668,1220,3025,Coëx
2155,85110,La Chaize-le-Vicomte,85,476,1133,1609,3414,La Chaize-le-Vicomte
2156,85111,Les Lucs-sur-Boulogne,85,455,1077,1532,3264,Les Lucs-sur-Boulogne
2157,85112,L'Épine,85,431,682,1113,3221,L'Épine
2158,85113,Chavagnes-en-Paillers,85,578,978,1556,3335,Chavagnes-en-Paillers
2159,85114,L'Aiguillon-sur-Mer,85,494,322,816,3140,L'Aiguillon-sur-Mer
2160,85115,La Bruffière,85,448,1283,1731,3640,La Bruffière
2161,85116,Saint-Fulgent,85,737,940,1676,3590,Saint-Fulgent
2162,85117,Saint-Laurent-sur-Sèvre,85,444,846,1290,3446,Saint-Laurent-sur-Sèvre
2163,85118,Benet,85,446,1137,1583,3696,Benet
2164,85120,La Verrie,85,679,1003,1682,3747,La Verrie
2165,85121,Jard-sur-Mer,85,381,487,869,3772,Jard-sur-Mer
2166,85122,Beauvoir-sur-Mer,85,766,649,1415,3904,Beauvoir-sur-Mer
2167,85123,La Châtaigneraie,85,529,972,1502,3989,La Châtaigneraie
2168,85124,Dompierre-sur-Yon,85,304,1780,2084,4066,Dompierre-sur-Yon
2169,85125,La Mothe-Achard,85,486,1312,1798,4376,La Mothe-Achard
2170,85126,Venansault,85,449,1715,2163,4490,Venansault
2171,85127,Mouilleron-le-Captif,85,372,1680,2052,4647,Mouilleron-le-Captif
2172,85128,La Garnache,85,556,1416,1972,4493,La Garnache
2173,85129,La Ferrière,85,601,1794,2395,4858,La Ferrière
2174,85131,Noirmoutier-en-l'Île,85,1296,356,1652,4567,Noirmoutier-en-l'Île
2175,85132,L'Île-d'Yeu,85,1700,52,1752,4591,L'Île-d'Yeu
2176,85201,Pouzauges,85,1244,916,2160,5460,Pouzauges
2177,85202,Mortagne-sur-Sèvre,85,1012,1767,2779,6028,Mortagne-sur-Sèvre
2178,85203,Bretignolles-sur-Mer,85,709,1331,2040,6739,Bretignolles-sur-Mer
2179,85204,Talmont-Saint-Hilaire,85,1110,1456,2566,6991,Talmont-Saint-Hilaire
2180,85205,Le Poiré-sur-Vie,85,1062,2658,3720,7837,Le Poiré-sur-Vie
2181,85206,Aizenay,85,1368,2336,3704,8107,Aizenay
2182,85207,Chantonnay,85,1732,1512,3244,8248,Chantonnay
2183,85208,Luçon,85,2128,1427,3555,9636,Luçon
2184,85301,Saint-Jean-de-Monts,85,2465,1615,4082,12225,Saint-Jean-de-Monts
2185,85302,Montaigu,85,1927,4053,5980,13162,Montaigu
2186,85303,Les Herbiers,85,4419,2697,7115,15229,Les Herbiers
2187,85304,Fontenay-le-Comte,85,3829,2570,6397,17617,Fontenay-le-Comte
2188,85401,Saint-Hilaire-de-Riez,85,3034,5205,8240,23993,Saint-Hilaire-de-Riez
2189,85402,Challans,85,5073,4867,9939,25544,Challans
2190,85403,Les Sables-d'Olonne,85,5709,7600,13309,41574,Les Sables-d'Olonne
2191,85501,La Roche-sur-Yon,85,15505,5659,21164,52664,La Roche-sur-Yon
2192,86101,Mirebeau,86,376,436,812,2175,Mirebeau
2193,86102,Lencloître,86,293,650,943,2477,Lencloître
2194,86103,Lusignan,86,399,580,979,2625,Lusignan
2195,86104,Nouaillé-Maupertuis,86,188,1076,1264,2761,Nouaillé-Maupertuis
2196,86105,Gençay,86,378,785,1163,2973,Gençay
2197,86106,Iteuil,86,171,1088,1259,2860,Iteuil
2198,86107,Vivonne,86,412,981,1393,3776,Vivonne
2199,86108,Lussac-les-Châteaux,86,488,808,1296,3131,Lussac-les-Châteaux
2200,86109,Dangé-Saint-Romain,86,356,888,1244,3145,Dangé-Saint-Romain
2201,86110,Vouillé,86,412,1092,1504,3581,Vouillé
2202,86111,Saint-Georges-lès-Baillargeaux,86,316,1560,1876,3993,Saint-Georges-lès-Baillargeaux
2203,86112,Mignaloux-Beauvoir,86,251,1702,1953,3973,Mignaloux-Beauvoir
2204,86113,Civray,86,502,757,1259,4195,Civray
2205,86114,Fontaine-le-Comte,86,274,1789,2063,4480,Fontaine-le-Comte
2206,86115,Neuville-de-Poitou,86,633,1635,2269,5119,Neuville-de-Poitou
2207,86201,Ligugé,86,445,1947,2392,5597,Ligugé
2208,86202,Montmorillon,86,1845,632,2477,6387,Montmorillon
2209,86203,Chauvigny,86,1219,1509,2728,6754,Chauvigny
2210,86204,Loudun,86,1728,833,2561,6989,Loudun
2211,86401,Châtellerault,86,8011,6448,14459,41280,Châtellerault
2212,86601,Poitiers,86,27495,24492,51989,127845,Poitiers
2213,87101,Bosmie-l'Aiguille,87,126,939,1065,2335,Bosmie-l'Aiguille
2214,87102,Saint-Priest-Taurion,87,227,985,1213,2784,Saint-Priest-Taurion
2215,87103,Rochechouart,87,643,710,1353,3796,Rochechouart
2216,87104,Verneuil-sur-Vienne,87,294,1927,2220,4347,Verneuil-sur-Vienne
2217,87105,Rilhac-Rancon,87,255,1579,1834,4227,Rilhac-Rancon
2218,87106,Saint-Léonard-de-Noblat,87,875,799,1673,4640,Saint-Léonard-de-Noblat
2219,87201,Ambazac,87,720,1460,2180,5542,Ambazac
2220,87202,Bellac,87,1054,779,1832,5441,Bellac
2221,87203,Saint-Yrieix-la-Perche,87,1847,681,2527,6910,Saint-Yrieix-la-Perche
2222,87204,Aixe-sur-Vienne,87,724,2171,2895,7063,Aixe-sur-Vienne
2223,87301,Saint-Junien,87,2580,1703,4283,11455,Saint-Junien
2224,87601,Limoges,87,48340,26166,74505,186499,Limoges
2225,88101,Cheniménil,88,188,644,832,2105,Cheniménil
2226,88102,Vincey,88,181,691,872,2264,Vincey
2227,88103,Liffol-le-Grand,88,439,470,909,2384,Liffol-le-Grand
2228,88104,Pouxeux,88,211,798,1009,2403,Pouxeux
2229,88105,Granges-Aumontzey,88,325,718,1044,2807,Granges-Aumontzey
2230,88106,Arches,88,245,952,1197,2770,Arches
2231,88107,Ban-de-Laveline,88,310,1068,1379,3108,Ban-de-Laveline
2232,88108,Uxegney,88,182,1443,1624,3664,Uxegney
2233,88109,Contrexéville,88,574,709,1282,3389,Contrexéville
2234,88110,Nomexy,88,242,1166,1409,3865,Nomexy
2235,88111,Le Val-d'Ajol,88,706,828,1534,4032,Le Val-d'Ajol
2236,88112,Bruyères,88,585,963,1548,4413,Bruyères
2237,88201,Charmes,88,746,1253,1999,5510,Charmes
2238,88202,Vittel,88,1414,810,2224,5452,Vittel
2239,88203,Rambervillers,88,990,970,1959,5985,Rambervillers
2240,88204,Neufchâteau,88,1811,699,2510,6881,Neufchâteau
2241,88205,Mirecourt,88,1146,1650,2796,7893,Mirecourt
2242,88301,Gérardmer,88,2637,1634,4272,10324,Gérardmer
2243,88302,Moyenmoutier,88,1126,2714,3839,10339,Moyenmoutier
2244,88303,Le Thillot,88,2057,3853,5910,16004,Le Thillot
2245,88401,Remiremont,88,3239,5657,8896,22071,Remiremont
2246,88402,La Bresse,88,4027,6389,10417,25159,La Bresse
2247,88403,Saint-Dié-des-Vosges,88,6954,9454,16407,43879,Saint-Dié-des-Vosges
2248,88501,Épinal,88,11445,13448,24893,62144,Épinal
2249,89101,Toucy,89,558,454,1012,2628,Toucy
2250,89102,Saint-Julien-du-Sault,89,459,588,1047,2778,Saint-Julien-du-Sault
2251,89103,Villeneuve-la-Guyard,89,299,1020,1320,3166,Villeneuve-la-Guyard
2252,89104,Appoigny,89,269,1082,1350,3135,Appoigny
2253,89105,Pont-sur-Yonne,89,461,772,1234,3232,Pont-sur-Yonne
2254,89106,Brienon-sur-Armançon,89,388,733,1121,3140,Brienon-sur-Armançon
2255,89107,Saint-Florentin,89,851,582,1433,4771,Saint-Florentin
2256,89201,Villeneuve-sur-Yonne,89,793,1236,2029,5295,Villeneuve-sur-Yonne
2257,89202,Tonnerre,89,1225,820,2045,5864,Tonnerre
2258,89203,Avallon,89,1845,701,2546,7248,Avallon
2259,89301,Joigny,89,1834,1465,3299,10249,Joigny
2260,89302,Migennes,89,1345,2690,4035,12233,Migennes
2261,89401,Sens,89,6262,7249,13510,36243,Sens
2262,89402,Auxerre,89,10812,6013,16825,43467,Auxerre
2263,90101,Roppe,90,149,948,1098,2326,Roppe
2264,90102,Étueffont,90,175,1095,1270,2980,Étueffont
2265,90201,Giromagny,90,575,1948,2522,6071,Giromagny
2266,90301,Delle (partie française),90,1192,2785,3978,10293,Delle
2267,91101,Tigery,91,156,1228,1384,2757,Tigery
2268,91102,Vert-le-Grand,91,328,987,1315,2410,Vert-le-Grand
2269,91103,Maisse,91,296,948,1244,2661,Maisse
2270,91104,Briis-sous-Forges,91,277,1274,1551,3364,Briis-sous-Forges
2271,91105,Angerville,91,511,1202,1713,3753,Angerville
2272,91106,Boissy-sous-Saint-Yon,91,222,1619,1841,3731,Boissy-sous-Saint-Yon
