,UU2010,LIBUU2010,DEP,ACT_IN,ACT_OUT,ACT_TOTAL,POP2010,LIBBIS
1107,42107,Saint-Marcellin-en-Forez,42,323,1571,1894,4213,Saint-Marcellin-en-Forez
1108,42108,Pélussin,42,658,1149,1807,4396,Pélussin
1109,42109,Saint-Romain-le-Puy,42,433,1803,2237,4879,Saint-Romain-le-Puy
1110,42201,Boën,42,711,2018,2730,7224,Boën
1111,42202,Montrond-les-Bains,42,678,2577,3255,7548,Montrond-les-Bains
1112,42203,Feurs,42,1620,1774,3393,9288,Feurs
1113,42204,Charlieu,42,1175,2707,3884,9348,Charlieu
1114,42401,Montbrison,42,3786,5601,9387,22520,Montbrison
1115,42501,Saint-Just-Saint-Rambert,42,5953,18541,24494,57874,Saint-Just-Saint-Rambert
1116,42502,Roanne,42,11700,18203,29902,81015,Roanne
1117,43101,Dunières,43,563,607,1170,2934,Dunières
1118,43102,Tence,43,754,531,1285,3193,Tence
1119,43103,Saint-Just-Malmont,43,544,1224,1768,4126,Saint-Just-Malmont
1120,43104,Langeac,43,864,598,1463,4402,Langeac
1121,43105,Saint-Didier-en-Velay,43,601,1504,2104,4781,Saint-Didier-en-Velay
1122,43201,Yssingeaux,43,1756,1228,2984,7009,Yssingeaux
1123,43202,Brioude,43,1648,1135,2783,7320,Brioude
1124,43203,Sainte-Sigolène,43,1490,1942,3433,7982,Sainte-Sigolène
1125,43301,Monistrol-sur-Loire,43,1780,3802,5582,12843,Monistrol-sur-Loire
1126,43401,Le Puy-en-Velay,43,5794,8574,14369,38139,Le Puy-en-Velay
1127,44101,Saint-Mars-la-Jaille,44,497,508,1005,2445,Saint-Mars-la-Jaille
1128,44102,Boussay,44,252,976,1228,2684,Boussay
1129,44103,Le Pallet,44,212,1164,1376,2948,Le Pallet
1130,44104,Aigrefeuille-sur-Maine,44,356,1272,1628,3320,Aigrefeuille-sur-Maine
1131,44105,Mauves-sur-Loire,44,212,1136,1348,3033,Mauves-sur-Loire
1132,44106,Paimboeuf,44,277,910,1186,3206,Paimboeuf
1133,44107,Saint-Gildas-des-Bois,44,460,888,1348,3454,Saint-Gildas-des-Bois
1134,44108,La Chapelle-des-Marais,44,333,1237,1570,3772,La Chapelle-des-Marais
1135,44109,Petit-Mars,44,264,1361,1625,3462,Petit-Mars
1136,44110,Nozay,44,656,984,1640,3835,Nozay
1137,44111,Vieillevigne,44,548,1220,1769,3905,Vieillevigne
1138,44112,Saint-Père-en-Retz,44,607,1186,1793,4135,Saint-Père-en-Retz
1139,44113,Ligné,44,420,1684,2104,4592,Ligné
1140,44114,Legé,44,770,1190,1960,4290,Legé
1141,44115,Saint-Mars-du-Désert,44,325,1578,1904,4027,Saint-Mars-du-Désert
1142,44116,La Haie-Fouassière,44,341,1744,2085,4358,La Haie-Fouassière
1143,44117,Le Pellerin,44,348,1464,1812,4382,Le Pellerin
1144,44118,Grandchamps-des-Fontaines,44,434,1883,2316,4837,Grandchamps-des-Fontaines
1145,44119,Missillac,44,459,1639,2098,4843,Missillac
1146,44121,Héric,44,624,1844,2468,5276,Héric
1147,44122,Guémené-Penfao,44,692,1021,1713,5035,Guémené-Penfao
1148,44123,La Chevrolière,44,685,1698,2383,5017,La Chevrolière
1149,44124,Sainte-Pazanne,44,666,1751,2417,5437,Sainte-Pazanne
1150,44201,Herbignac,44,856,1669,2525,5817,Herbignac
1151,44202,Machecoul-Saint-Même,44,1206,1306,2512,5914,Machecoul-Saint-Même
1152,44203,Sucé-sur-Erdre,44,476,2400,2876,6258,Sucé-sur-Erdre
1153,44204,Geneston,44,690,2507,3197,6500,Geneston
1154,44205,Saint-Étienne-de-Montluc,44,731,2246,2977,6611,Saint-Étienne-de-Montluc
1155,44206,La Turballe,44,1001,1263,2263,6791,La Turballe
1156,44207,Saint-Joachim - Saint-Malo-de-Guersac,44,495,2417,2912,7258,Saint-Joachim - Saint-Malo-de-Guersac
1157,44208,Vigneux-de-Bretagne,44,606,2995,3602,7288,Vigneux-de-Bretagne
1158,44209,Nort-sur-Erdre,44,1124,2451,3575,7781,Nort-sur-Erdre
1159,44210,Treillières,44,653,3128,3781,7965,Treillières
1160,44211,Saint-Philbert-de-Grand-Lieu,44,1116,2638,3755,8061,Saint-Philbert-de-Grand-Lieu
1161,44212,Vallet,44,1370,2602,3972,8425,Vallet
1162,44213,Blain,44,1537,2305,3842,9434,Blain
1163,44214,Pontchâteau,44,1384,2840,4224,9683,Pontchâteau
1164,44215,Savenay,44,1104,3331,4436,10343,Savenay
1165,44301,Ancenis,44,2118,2291,4409,10243,Ancenis
1166,44302,Châteaubriant,44,3031,1187,4218,12022,Châteaubriant
1167,44303,Saint-Julien-de-Concelles,44,1694,4820,6514,13872,Saint-Julien-de-Concelles
1168,44304,Pornic,44,3137,3359,6496,17981,Pornic
1169,44401,Saint-Brevin-les-Pins,44,2663,5250,7913,21774,Saint-Brevin-les-Pins
1170,44601,Saint-Nazaire,44,27026,28917,55942,147297,Saint-Nazaire
1171,44701,Nantes,44,111484,145372,256856,591461,Nantes
1172,45101,Patay,45,305,671,976,2080,Patay
1173,45102,Lailly-en-Val,45,244,956,1200,2639,Lailly-en-Val
1174,45103,Loury,45,189,1041,1230,2519,Loury
1175,45104,Ouzouer-sur-Loire,45,312,996,1308,2765,Ouzouer-sur-Loire
1176,45105,Bellegarde - Quiers-sur-Bézonde,45,388,775,1163,2932,Bellegarde - Quiers-sur-Bézonde
1177,45106,Lorris,45,464,552,1016,2966,Lorris
1178,45107,Châtillon-Coligny,45,395,652,1047,3064,Châtillon-Coligny
1179,45108,Traînou,45,218,1207,1425,3105,Traînou
1180,45109,Châtillon-sur-Loire,45,288,998,1285,3132,Châtillon-sur-Loire
1181,45110,Cléry-Saint-André,45,279,1286,1565,3255,Cléry-Saint-André
1182,45111,Puiseaux,45,439,985,1424,3297,Puiseaux
1183,45112,Poilly-lez-Gien,45,305,1195,1500,3585,Poilly-lez-Gien
1184,45113,Sandillon,45,372,1436,1808,3865,Sandillon
1185,45114,Courtenay,45,676,660,1336,3976,Courtenay
1186,45115,Neuville-aux-Bois,45,651,1049,1701,4113,Neuville-aux-Bois
1187,45201,Ferrières-en-Gâtinais,45,440,1618,2058,5108,Ferrières-en-Gâtinais
1188,45202,Fay-aux-Loges,45,408,2321,2729,5882,Fay-aux-Loges
1189,45203,Briare,45,959,1180,2139,6212,Briare
1190,45204,Chaingy,45,492,2680,3172,6692,Chaingy
1191,45205,La Ferté-Saint-Aubin,45,952,2104,3056,7127,La Ferté-Saint-Aubin
1192,45206,Châteauneuf-sur-Loire,45,1401,2066,3466,8005,Châteauneuf-sur-Loire
1193,45207,Beaugency,45,1026,2427,3453,8993,Beaugency
1194,45208,Jargeau,45,859,3327,4185,9282,Jargeau
1195,45209,Meung-sur-Loire,45,1172,2675,3847,9004,Meung-sur-Loire
1196,45301,Pithiviers,45,1983,2566,4548,11456,Pithiviers
1197,45302,Sully-sur-Loire,45,1558,3096,4655,11853,Sully-sur-Loire
1198,45303,Gien,45,3286,2238,5523,15833,Gien
1199,45501,Montargis,45,6391,13163,19553,54443,Montargis
1200,45701,Orléans,45,43613,73641,117249,269724,Orléans
1201,46101,Luzech,46,373,562,933,2585,Luzech
1202,46102,Prayssac,46,459,579,1038,3362,Prayssac
1203,46103,Gramat,46,974,432,1406,3537,Gramat
1204,46104,Biars-sur-Cère,46,651,1070,1721,4366,Biars-sur-Cère
1205,46105,Gourdon,46,1319,427,1746,4640,Gourdon
1206,46106,Saint-Céré,46,787,949,1737,4622,Saint-Céré
1207,46107,Souillac,46,1012,537,1548,4581,Souillac
1208,46401,Cahors,46,6530,2562,9094,23684,Cahors
1209,47101,Layrac,47,386,1282,1667,3552,Layrac
1210,47102,Casteljaloux,47,977,467,1444,4761,Casteljaloux
1211,47103,Aiguillon,47,714,872,1586,4602,Aiguillon
1212,47104,Miramont-de-Guyenne,47,696,788,1484,5012,Miramont-de-Guyenne
1213,47201,Tonneins,47,1650,1528,3178,9824,Tonneins
1214,47301,Nérac,47,2020,2244,4263,12038,Nérac
1215,47302,Fumel,47,1320,2304,3624,12165,Fumel
1216,47401,Villeneuve-sur-Lot,47,8154,8758,16914,49727,Villeneuve-sur-Lot
1217,47501,Agen,47,13167,20042,33212,79855,Agen
1218,48101,La Canourgue,48,540,576,1116,2986,La Canourgue
1219,48102,Langogne,48,896,345,1241,3219,Langogne
1220,48103,Saint-Chély-d'Apcher,48,1210,478,1688,4323,Saint-Chély-d'Apcher
1221,48201,Marvejols,48,1457,1098,2555,6187,Marvejols
1222,48301,Mende,48,4750,650,5399,12140,Mende
1223,49103,Varrains,49,251,699,950,2473,Varrains
1224,49104,Saint-Léger-sous-Cholet,49,240,1008,1248,2492,Saint-Léger-sous-Cholet
1225,49106,Saint-Christophe-du-Bois,49,205,1067,1272,2624,Saint-Christophe-du-Bois
1226,49109,Candé,49,476,605,1081,2861,Candé
1227,49110,Châteauneuf-sur-Sarthe,49,313,751,1064,3016,Châteauneuf-sur-Sarthe
1228,49111,Trémentines,49,290,1034,1323,2813,Trémentines
1229,49112,Allonnes,49,404,764,1168,3013,Allonnes
1230,49113,Maulévrier,49,531,953,1485,3180,Maulévrier
1231,49114,La Tessoualle,49,332,997,1329,3059,La Tessoualle
1232,49115,Seiches-sur-le-Loir,49,312,936,1248,2960,Seiches-sur-le-Loir
1233,49116,Vernantes,49,475,704,1179,3233,Vernantes
1234,49119,Saint-Georges-sur-Loire,49,455,1049,1504,3335,Saint-Georges-sur-Loire
1235,49120,Durtal,49,592,720,1312,3349,Durtal
1236,49121,Le Lion-d'Angers,49,580,1005,1585,3687,Le Lion-d'Angers
1237,49122,Le May-sur-Èvre,49,496,1228,1724,3970,Le May-sur-Èvre
1238,49123,Saint-Lambert-la-Potherie,49,248,1598,1845,3999,Saint-Lambert-la-Potherie
1239,49124,Montreuil-Bellay,49,765,706,1470,4014,Montreuil-Bellay
1240,49126,Les Rosiers-sur-Loire,49,560,1095,1654,4443,Les Rosiers-sur-Loire
1241,49203,Chalonnes-sur-Loire,49,999,1796,2795,6492,Chalonnes-sur-Loire
1242,49204,Beaufort-en-Anjou,49,1079,1922,3002,6785,Beaufort-en-Anjou
1243,49207,Tiercé,49,685,2316,3001,6922,Tiercé
1244,49209,Montreuil-Juigné,49,681,2375,3056,7107,Montreuil-Juigné
1245,49213,Longué-Jumelles,49,1483,1667,3150,8139,Longué-Jumelles
1246,49301,Verrières-en-Anjou,49,1048,3694,4740,11039,Verrières-en-Anjou
1247,49302,Brain-sur-l'Authion,49,850,4071,4922,10944,Brain-sur-l'Authion
1248,49401,Saumur,49,6777,3762,10541,29081,Saumur
1249,49501,Cholet,49,15835,7869,23704,57863,Cholet
1250,49701,Angers,49,44011,41006,85017,215887,Angers
1251,50101,Mortain-Bocage,50,381,550,931,2221,Mortain-Bocage
1252,50102,La Haye,50,340,501,841,2484,La Haye
1253,50103,Saint-James,50,642,397,1039,2678,Saint-James
1254,50104,Pont-Hébert,50,203,997,1200,2861,Pont-Hébert
1255,50105,Sourdeval,50,453,461,913,2782,Sourdeval
1256,50106,Condé-sur-Vire,50,540,938,1478,3331,Condé-sur-Vire
1257,50107,Les Pieux,50,503,1186,1690,3558,Les Pieux
1258,50108,Saint-Vaast-la-Hougue,50,577,795,1372,3818,Saint-Vaast-la-Hougue
1259,50109,Pontorson,50,657,749,1407,4114,Pontorson
1260,50111,Bréhal,50,463,1193,1656,4541,Bréhal
1261,50113,Périers,50,560,1142,1702,4837,Périers
1262,50201,Villedieu-les-Poêles-Rouffigny,50,898,1282,2180,5606,Villedieu-les-Poêles-Rouffigny
1263,50202,Saint-Hilaire-du-Harcouët,50,804,1112,1916,5791,Saint-Hilaire-du-Harcouët
1264,50203,Agon-Coutainville,50,793,1665,2458,7228,Agon-Coutainville
1265,50204,Carentan les Marais,50,1378,1360,2739,7425,Carentan les Marais
1266,50205,Valognes,50,1480,1851,3331,8329,Valognes
1267,50206,Coutances,50,2335,1417,3752,9765,Coutances
1268,50301,Avranches,50,2298,3995,6294,15241,Avranches
1269,50401,Saint-Lô,50,5627,3995,9622,23567,Saint-Lô
1270,50402,Granville,50,3796,5023,8819,26137,Granville
1271,50501,Cherbourg-en-Cotentin,50,12833,20273,33104,84814,Cherbourg-en-Cotentin
1272,51101,Sarry,51,134,831,965,2031,Sarry
1273,51102,Sermaize-les-Bains,51,251,434,685,2104,Sermaize-les-Bains
1274,51103,Muizon,51,194,688,883,2209,Muizon
1275,51104,Fère-Champenoise,51,356,520,876,2305,Fère-Champenoise
1276,51105,Vertus,51,658,378,1036,2536,Vertus
1277,51106,Warmeriville,51,238,1202,1440,2925,Warmeriville
1278,51107,Dormans,51,664,492,1156,2906,Dormans
1279,51108,Courtisols,51,323,1030,1353,3173,Courtisols
1280,51109,Bazancourt,51,493,1166,1658,3603,Bazancourt
1281,51110,Suippes,51,1469,550,2019,3977,Suippes
1282,51111,Montmirail,51,918,478,1396,3795,Montmirail
1283,51112,Sainte-Menehould,51,1196,411,1607,4464,Sainte-Menehould
1284,51113,Witry-lès-Reims,51,528,1728,2256,4749,Witry-lès-Reims
1285,51201,Mourmelon-le-Grand,51,1574,1058,2632,5048,Mourmelon-le-Grand
1286,51202,Sézanne,51,1410,632,2042,5264,Sézanne
1287,51203,Aÿ-Champagne,51,696,1479,2175,5304,Aÿ-Champagne
1288,51204,Fismes,51,879,1285,2164,5391,Fismes
1289,51301,Vitry-le-François,51,3095,2484,5579,16070,Vitry-le-François
1290,51401,Épernay,51,6449,6589,13037,31434,Épernay
1291,51501,Châlons-en-Champagne,51,13141,10290,23433,57148,Châlons-en-Champagne
1292,51701,Reims,51,57278,27195,84474,208639,Reims
1293,52101,Bourbonne-les-Bains,52,506,205,711,2230,Bourbonne-les-Bains
1294,52102,La Porte du Der,52,441,651,1092,2724,La Porte du Der
1295,52103,Wassy,52,536,788,1324,3714,Wassy
1296,52104,Chalindrey,52,496,982,1478,3693,Chalindrey
1297,52105,Nogent,52,964,639,1603,3985,Nogent
1298,52201,Joinville,52,711,1081,1791,5726,Joinville
1299,52202,Langres,52,2424,1401,3824,9468,Langres
1300,52401,Chaumont,52,7596,2235,9830,24065,Chaumont
1301,53101,Montsûrs,53,327,386,713,2107,Montsûrs
1302,53102,Argentré,53,240,1008,1248,2681,Argentré
1303,53103,Meslay-du-Maine,53,565,444,1008,2749,Meslay-du-Maine
1304,53104,Renazé,53,400,524,924,2671,Renazé
1305,53105,Gorron,53,653,313,966,2772,Gorron
1306,53106,Ambrières-les-Vallées,53,619,485,1105,2787,Ambrières-les-Vallées
1307,53107,Cossé-le-Vivien,53,504,746,1250,2938,Cossé-le-Vivien
1308,53108,Villaines-la-Juhel,53,696,405,1101,3072,Villaines-la-Juhel
1309,53109,Louverné,53,262,1514,1775,3946,Louverné
1310,53110,Craon,53,917,728,1645,4556,Craon
1311,53201,Bonchamp-lès-Laval,53,600,2088,2688,5842,Bonchamp-lès-Laval
1312,53202,Ernée,53,1251,946,2197,5791,Ernée
1313,53203,Évron,53,1939,677,2616,7148,Évron
1314,53301,Mayenne,53,3743,2483,6227,15478,Mayenne
1315,53302,Château-Gontier,53,3442,3195,6636,16373,Château-Gontier
1316,53501,Laval,53,16407,12301,28710,67814,Laval
1317,54101,Mexy,54,88,880,968,2225,Mexy
1318,54102,Gorcy,54,130,932,1063,2429,Gorcy
1319,54103,Audun-le-Roman,54,237,971,1208,2816,Audun-le-Roman
1320,54104,Foug,54,302,806,1108,2767,Foug
1321,54105,Rosières-aux-Salines,54,348,899,1247,2866,Rosières-aux-Salines
1322,54106,Gondreville,54,200,1108,1308,2809,Gondreville
1323,54107,Hussigny-Godbrange,54,230,1224,1454,3390,Hussigny-Godbrange
1324,54108,Valleroy,54,258,1420,1678,3559,Valleroy
1325,54109,Pagny-sur-Moselle,54,339,1431,1771,4041,Pagny-sur-Moselle
1326,54110,Richardménil,54,340,1468,1810,4233,Richardménil
1327,54111,Piennes,54,334,1270,1604,4556,Piennes
1328,54112,Dieulouard,54,409,1491,1900,4558,Dieulouard
1329,54201,Baccarat,54,1142,831,1973,5190,Baccarat
1330,54202,Longuyon,54,813,1248,2061,5577,Longuyon
1331,54203,Tucquegnieux,54,381,2027,2408,6359,Tucquegnieux
1332,54204,Briey,54,1089,2052,3141,7327,Briey
1333,54205,Blainville-sur-l'Eau,54,533,2312,2845,7061,Blainville-sur-l'Eau
1334,54206,Ludres,54,691,3495,4186,8823,Ludres
1335,54301,Jarny,54,1279,3481,4758,12611,Jarny
1336,54302,Neuves-Maisons,54,1256,6542,7798,18535,Neuves-Maisons
1337,54401,Dombasle-sur-Meurthe,54,2180,7160,9340,22583,Dombasle-sur-Meurthe
1338,54402,Toul,54,3401,5267,8665,22646,Toul
1339,54403,Lunéville,54,4035,4590,8625,23142,Lunéville
1340,54404,Pont-à-Mousson,54,3437,6227,9665,23741,Pont-à-Mousson
1341,54405,Longwy (partie française),54,3433,14139,17571,44925,Longwy
1342,54701,Nancy,54,39625,75800,115426,286215,Nancy
1343,55101,Tronville-en-Barrois,55,134,622,756,1956,Tronville-en-Barrois
1344,55102,Vaucouleurs,55,333,365,699,2054,Vaucouleurs
1345,55103,Montmédy,55,281,546,828,2359,Montmédy
1346,55104,Revigny-sur-Ornain,55,627,565,1192,3098,Revigny-sur-Ornain
1347,55105,Stenay,55,623,554,1177,3211,Stenay
1348,55106,Bouligny,55,223,935,1158,3551,Bouligny
1349,55107,Étain,55,678,845,1523,4023,Étain
1350,55201,Ligny-en-Barrois,55,868,1084,1952,5230,Ligny-en-Barrois
1351,55202,Saint-Mihiel,55,852,987,1839,5499,Saint-Mihiel
1352,55203,Commercy,55,1800,779,2579,6340,Commercy
1353,55301,Bar-le-Duc,55,4494,3329,7823,19305,Bar-le-Duc
1354,55401,Verdun,55,5944,3945,9889,24787,Verdun
1355,56101,Bono,56,127,664,791,2176,Bono
1356,56102,Arzon,56,388,196,584,2112,Arzon
1357,56103,Saint-Pierre-Quiberon,56,276,425,701,2158,Saint-Pierre-Quiberon
1358,56104,La Gacilly,56,423,421,843,2222,La Gacilly
1359,56105,Le Palais,56,888,124,1012,2552,Le Palais
1360,56106,Josselin,56,438,403,841,2501,Josselin
1361,56107,Camors,56,295,983,1278,2821,Camors
1362,56108,Landévant,56,465,1013,1479,3257,Landévant
1363,56109,Le Faouët,56,557,408,965,2866,Le Faouët
1364,56110,Pont-Scorff,56,348,1005,1353,3211,Pont-Scorff
1365,56111,Surzur,56,436,1243,1678,3720,Surzur
1366,56112,Malestroit,56,583,740,1323,3523,Malestroit
1367,56113,Noyal-Pontivy,56,571,955,1526,3726,Noyal-Pontivy
1368,56114,Saint-Nolff,56,261,1574,1835,3736,Saint-Nolff
1369,56115,Gourin,56,842,622,1464,4084,Gourin
1370,56116,Muzillac,56,750,855,1606,4694,Muzillac
1371,56117,Elven,56,661,1615,2276,5310,Elven
1372,56118,Crach,56,575,1250,1824,4847,Crach
1373,56119,Plouhinec,56,480,1287,1767,5003,Plouhinec
1374,56120,Grand-Champ,56,711,1423,2134,4964,Grand-Champ
1375,56201,Quiberon,56,1368,320,1687,5058,Quiberon
1376,56202,Arradon,56,477,1439,1916,5378,Arradon
1377,56203,Plouay,56,766,1375,2141,5284,Plouay
1378,56204,Baud,56,864,1541,2405,6010,Baud
1379,56205,Inzinzac-Lochrist,56,493,2043,2535,6013,Inzinzac-Lochrist
1380,56206,Ploeren,56,472,2128,2600,5786,Ploeren
1381,56207,Pluvigner,56,1042,1879,2921,7006,Pluvigner
1382,56208,Questembert,56,1319,1728,3046,7391,Questembert
1383,56209,Theix-Noyalo,56,716,2100,2816,6736,Theix-Noyalo
1384,56210,Caudan,56,854,2044,2898,6918,Caudan
1385,56211,Guer,56,1854,1228,3082,6677,Guer
1386,56212,Languidic,56,1017,2123,3140,7318,Languidic
1387,56213,Sarzeau,56,1226,1175,2400,7682,Sarzeau
1388,56214,Locminé,56,1298,2163,3461,8051,Locminé
1389,56215,Carnac,56,1231,1501,2732,7963,Carnac
1390,56216,Ploërmel,56,2201,1495,3696,9067,Ploërmel
1391,56217,Belz,56,917,2278,3194,9063,Belz
1392,56218,Guidel,56,1111,3206,4318,10359,Guidel
1393,56301,Riantec - Locmiquélic,56,875,3259,4133,12023,Riantec - Locmiquélic
1394,56302,Hennebont,56,1740,4394,6134,15191,Hennebont
1395,56303,Pontivy,56,3596,2747,6344,15783,Pontivy
1396,56401,Auray,56,3065,7284,10349,26391,Auray
1397,56501,Vannes,56,15571,14700,30272,76343,Vannes
1398,56601,Lorient,56,19422,23821,43242,114360,Lorient
1399,57101,Mandelbachtal (ALL) - Blies-Guersviller (partie française),57,24,240,264,600,Mandelbachtal (ALL) - Blies-Guersviller
1400,57102,Rouhling,57,124,776,900,2035,Rouhling
1401,57103,Dudelange (LUX) - Volmerange-les-Mines (partie française),57,84,760,844,1987,Dudelange (LUX) - Volmerange-les-Mines
1402,57104,Illange,57,115,804,919,1979,Illange
1403,57105,Amanvillers,57,181,851,1032,2163,Amanvillers
1404,57106,Diebling,57,148,830,978,2277,Diebling
1405,57107,Boulange,57,111,778,889,2290,Boulange
1406,57108,Aumetz,57,167,793,960,2308,Aumetz
1407,57109,Hundling,57,129,933,1062,2528,Hundling
1408,57110,Farschviller,57,114,872,987,2479,Farschviller
1409,57111,Porcelette,57,151,957,1107,2570,Porcelette
1410,57112,Neufchef,57,110,889,999,2538,Neufchef
1411,57113,Château-Salins,57,480,504,984,2422,Château-Salins
1412,57114,Verny,57,196,1056,1251,2629,Verny
1413,57115,Kayl (LUX) - Ottange (partie française),57,128,967,1095,2696,Kayl (LUX) - Ottange
1414,57116,Bousse,57,136,1211,1346,2910,Bousse
1415,57117,Alsting,57,112,1124,1236,2638,Alsting
1416,57118,Troisfontaines,57,227,1042,1268,2865,Troisfontaines
1417,57119,Schoeneck,57,184,981,1165,2794,Schoeneck
1418,57120,Peltre,57,225,1031,1256,2930,Peltre
1419,57121,Courcelles-Chaussy,57,316,1079,1395,3041,Courcelles-Chaussy
1420,57122,Fontoy,57,274,948,1222,3100,Fontoy
1421,57123,Woustviller,57,248,1178,1426,3258,Woustviller
1422,57124,Puttelange-aux-Lacs,57,307,877,1184,3147,Puttelange-aux-Lacs
1423,57125,Kleinblittersdorf (ALL) - Grosbliederstroff (partie française),57,289,1238,1528,3302,Kleinblittersdorf (ALL) - Grosbliederstroff
1424,57126,Rohrbach-lès-Bitche,57,342,1162,1505,3320,Rohrbach-lès-Bitche
1425,57127,Falck,57,206,1298,1504,3704,Falck
1426,57128,Longeville-lès-Saint-Avold,57,470,1202,1672,3794,Longeville-lès-Saint-Avold
1427,57129,Dieuze,57,1263,408,1670,3780,Dieuze
1428,57130,Novéant-sur-Moselle,57,280,1548,1828,4185,Novéant-sur-Moselle
1429,57131,Ay-sur-Moselle,57,297,1719,2016,4342,Ay-sur-Moselle
1430,57132,Perl (ALL) - Sierck-les-Bains (partie française),57,257,1783,2040,4461,Perl (ALL) - Sierck-les-Bains
1431,57133,Morhange,57,768,788,1556,4405,Morhange
1432,57134,Sarralbe,57,648,836,1484,4547,Sarralbe
1433,57135,Boulay-Moselle,57,724,1198,1921,5070,Boulay-Moselle
1434,57136,Bouzonville,57,707,991,1698,4706,Bouzonville
1435,57201,Phalsbourg,57,892,1269,2161,5101,Phalsbourg
1436,57202,Bitche,57,1575,703,2279,5319,Bitche
1437,57203,Marange-Silvange,57,479,2340,2819,6369,Marange-Silvange
1438,57204,Hettange-Grande,57,483,3274,3757,7489,Hettange-Grande
1439,57205,Farébersviller,57,502,1993,2495,8193,Farébersviller
1440,57206,Guénange,57,550,3493,4044,9734,Guénange
1441,57301,Faulquemont,57,930,3156,4085,10960,Faulquemont
1442,57302,Sarrebourg,57,3743,3127,6870,16263,Sarrebourg
1443,57303,Creutzwald,57,2037,4048,6085,17213,Creutzwald
1444,57401,Sarreguemines (partie française),57,5391,6218,11608,29594,Sarreguemines
1445,57402,Saint-Avold (partie française),57,4227,8867,13092,35832,Saint-Avold
1446,57501,Sarrebruck (ALL) - Forbach (partie française),57,7990,21309,29299,86443,Sarrebruck (ALL) - Forbach
1447,57601,Thionville,57,13919,40865,54783,131738,Thionville
1448,57701,Metz,57,46434,75783,122213,288940,Metz
1449,58101,Château-Chinon (Ville),58,435,175,610,2129,Château-Chinon (Ville)
1450,58102,Pougues-les-Eaux,58,221,739,961,2459,Pougues-les-Eaux
1451,58103,Guérigny,58,255,724,979,2566,Guérigny
1452,58104,Marzy,58,244,1331,1575,3576,Marzy
1453,58105,La Machine,58,517,601,1118,3527,La Machine
1454,58106,Imphy,58,463,687,1151,3739,Imphy
1455,58107,Clamecy,58,1098,431,1530,4536,Clamecy
1456,58201,Decize,58,1457,1489,2945,7811,Decize
1457,58301,Cosne-Cours-sur-Loire,58,2504,1543,4047,11822,Cosne-Cours-sur-Loire
1458,58501,Nevers,58,11329,11230,22557,61647,Nevers
1459,59101,Walincourt-Selvigny,59,226,464,690,2087,Walincourt-Selvigny
1460,59102,Herlies,59,177,760,937,2147,Herlies
1461,59103,Villers-Outréaux,59,360,447,806,2182,Villers-Outréaux
1462,59104,Esquelbecq,59,287,672,959,2145,Esquelbecq
1463,59105,Bertry,59,183,577,760,2210,Bertry
1464,59106,La Longueville,59,184,766,951,2181,La Longueville
1465,59107,Attiches,59,151,907,1058,2309,Attiches
1466,59108,Nomain,59,253,856,1109,2464,Nomain
1467,59109,Saint-Hilaire-lez-Cambrai,59,193,829,1023,2530,Saint-Hilaire-lez-Cambrai
1468,59110,Cousolre,59,236,636,872,2395,Cousolre
1469,59111,Sebourg,59,188,1016,1203,2594,Sebourg
1470,59112,Artres,59,258,906,1164,2516,Artres
1471,59113,Genech,59,172,858,1029,2605,Genech
1472,59114,Haspres,59,224,916,1140,2800,Haspres
1473,59115,Monchecourt,59,83,838,921,2575,Monchecourt
1474,59116,Marquillies,59,186,1065,1251,3038,Marquillies
1475,59117,Féchain,59,289,825,1114,2988,Féchain
1476,59118,Sains-du-Nord,59,278,666,944,3004,Sains-du-Nord
1477,59119,Iwuy,59,239,1036,1275,3200,Iwuy
1478,59120,Haveluy,59,158,793,950,3088,Haveluy
1479,59121,Anor,59,208,760,968,3280,Anor
1480,59122,Houplin-Ancoisne,59,226,1326,1551,3431,Houplin-Ancoisne
1481,59123,Landrecies,59,500,624,1124,3581,Landrecies
1482,59124,Avesnes-les-Aubert,59,310,964,1275,3672,Avesnes-les-Aubert
1483,59125,Hondschoote,59,514,1088,1602,4106,Hondschoote
1484,59126,Busigny,59,336,1002,1338,4046,Busigny
1485,59127,Boeschepe,59,341,1478,1820,4223,Boeschepe
1486,59128,Mons-en-Pévèle,59,320,1668,1988,4235,Mons-en-Pévèle
1487,59129,Gondecourt,59,336,1604,1940,4370,Gondecourt
1488,59130,Phalempin,59,349,1583,1932,4457,Phalempin
1489,59131,Steenvoorde,59,639,1250,1889,4609,Steenvoorde
1490,59132,Poix-du-Nord,59,393,1468,1861,4788,Poix-du-Nord
1491,59133,Pont-à-Marcq,59,406,1873,2279,5119,Pont-à-Marcq
1492,59134,Bray-Dunes,59,438,1266,1704,4666,Bray-Dunes
1493,59135,Marchiennes,59,404,1617,2021,4742,Marchiennes
1494,59136,Trélon,59,597,1122,1718,4923,Trélon
1495,59201,Bavay,59,481,1588,2069,5278,Bavay
1496,59202,Wormhout,59,641,1478,2119,5229,Wormhout
1497,59203,Mortagne-du-Nord (partie française),59,316,1914,2229,5359,Mortagne-du-Nord
1498,59204,Flines-lez-Raches,59,421,1977,2397,5443,Flines-lez-Raches
1499,59205,Solesmes,59,605,1349,1954,5596,Solesmes
1500,59206,Masnières,59,496,1911,2407,5905,Masnières
